method,app,run,crawl_dir,exit_status,duration_seconds,states,edges,crawl_paths,average_dom_kb,candidate_elements,candidate_elements_per_state,failed_events,near_duplicates,states_with_dep,dep_state_coverage_pct,unique_dep,unique_dep_per_state,unique_links,unique_resources,unique_js_sources,code_coverage_files,code_coverage_parse_errors,code_covered_lines,code_coverable_lines,code_coverage_pct,total_known_dep,dep_coverage_pct,total_known_links,link_coverage_pct,total_known_js_sources,js_source_coverage_pct,total_known_code_lines,code_coverage_union_pct,delta_duration_seconds_vs_baseline,delta_states_vs_baseline,delta_edges_vs_baseline,delta_crawl_paths_vs_baseline,delta_average_dom_kb_vs_baseline,delta_candidate_elements_vs_baseline,delta_failed_events_vs_baseline,delta_near_duplicates_vs_baseline,delta_states_with_dep_vs_baseline,delta_dep_state_coverage_pct_vs_baseline,delta_unique_dep_vs_baseline,delta_unique_links_vs_baseline,delta_unique_resources_vs_baseline,delta_unique_js_sources_vs_baseline,delta_code_covered_lines_vs_baseline,delta_code_coverable_lines_vs_baseline,delta_code_coverage_pct_vs_baseline,delta_dep_coverage_pct_vs_baseline,delta_link_coverage_pct_vs_baseline,delta_js_source_coverage_pct_vs_baseline,delta_code_coverage_union_pct_vs_baseline
simhash,joomla,baseline,experiments/dep/results/method-full/simhash/joomla/baseline/web/crawl0,EXHAUSTED,8,1,0,0,12.795,5,5.0,0,0,1,100.0,13,13.0,4,0,10,0,0,0,0,,136,9.56,5,80.0,190,5.26,0,,,,,,,,,,,,,,,,,,,,,,
simhash,joomla,dep,experiments/dep/results/method-full/simhash/joomla/dep/web/crawl0,MAX_TIME,291,20,15,4,13.591,95,4.75,0,0,19,95.0,40,2.0,5,0,40,0,0,0,0,,136,29.41,5,100.0,190,21.05,0,,283.0,19.0,15.0,4.0,0.796,90.0,0.0,0.0,18.0,-5.0,27.0,1.0,0.0,30.0,0.0,0.0,,19.85,20.0,15.79,
simhash,owncloud,baseline,experiments/dep/results/method-full/simhash/owncloud/baseline/web/crawl0,EXHAUSTED,12,1,0,0,6.546,8,8.0,7,0,1,100.0,9,9.0,3,0,57,0,0,0,0,,60,15.0,139,2.16,139,41.01,0,,,,,,,,,,,,,,,,,,,,,,
simhash,owncloud,dep,experiments/dep/results/method-full/simhash/owncloud/dep/web/crawl0,MAX_TIME,287,8,21,5,49.839,320,40.0,2,0,7,87.5,56,7.0,46,0,133,0,0,0,0,,60,93.33,139,33.09,139,95.68,0,,275.0,7.0,21.0,5.0,43.293,312.0,-5.0,0.0,6.0,-12.5,47.0,43.0,0.0,76.0,0.0,0.0,,78.33,30.93,54.67,
simhash,phpbb2,baseline,experiments/dep/results/method-full/simhash/phpbb2/baseline/web/crawl0,EXHAUSTED,0,1,0,0,7.572,0,0.0,0,0,0,0.0,0,0.0,4,0,0,0,0,0,0,,0,,4,100.0,0,,0,,,,,,,,,,,,,,,,,,,,,,
simhash,phpbb2,dep,experiments/dep/results/method-full/simhash/phpbb2/dep/web/crawl0,EXHAUSTED,0,1,0,0,7.572,0,0.0,0,0,0,0.0,0,0.0,4,0,0,0,0,0,0,,0,,4,100.0,0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,
simhash,scarf,baseline,experiments/dep/results/method-full/simhash/scarf/baseline/web/crawl0,EXHAUSTED,0,1,0,0,1.823,0,0.0,0,0,0,0.0,0,0.0,2,0,0,0,0,0,0,,0,,2,100.0,0,,0,,,,,,,,,,,,,,,,,,,,,,
simhash,scarf,dep,experiments/dep/results/method-full/simhash/scarf/dep/web/crawl0,EXHAUSTED,0,1,0,0,1.823,0,0.0,0,0,0,0.0,0,0.0,2,0,0,0,0,0,0,,0,,2,100.0,0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,
simhash,vanilla,baseline,experiments/dep/results/method-full/simhash/vanilla/baseline/web/crawl0,EXHAUSTED,0,1,0,0,0.466,0,0.0,0,0,0,0.0,0,0.0,1,0,0,0,0,0,0,,0,,1,100.0,0,,0,,,,,,,,,,,,,,,,,,,,,,
simhash,vanilla,dep,experiments/dep/results/method-full/simhash/vanilla/dep/web/crawl0,EXHAUSTED,0,1,0,0,0.466,0,0.0,0,0,0,0.0,0,0.0,1,0,0,0,0,0,0,,0,,1,100.0,0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,
simhash,wackopicko,baseline,experiments/dep/results/method-full/simhash/wackopicko/baseline/web/crawl0,EXHAUSTED,10,1,0,0,3.294,13,13.0,1,0,1,100.0,8,8.0,13,0,0,0,0,0,0,,27,29.63,79,16.46,0,,0,,,,,,,,,,,,,,,,,,,,,,
simhash,wackopicko,dep,experiments/dep/results/method-full/simhash/wackopicko/dep/web/crawl0,MAX_TIME,294,15,124,93,4.716,144,9.6,0,0,14,93.33,27,1.8,32,0,0,0,0,0,0,,27,100.0,79,40.51,0,,0,,284.0,14.0,124.0,93.0,1.422,131.0,-1.0,0.0,13.0,-6.67,19.0,19.0,0.0,0.0,0.0,0.0,,70.37,24.05,,
url_full,addressbook,baseline,experiments/dep/results/method-full/url_full/addressbook/baseline/web/crawl0,EXHAUSTED,40,9,16,8,2.712,23,2.556,3,0,6,66.67,19,2.111,17,0,0,0,0,0,0,,137,13.87,81,20.99,1,0.0,0,,,,,,,,,,,,,,,,,,,,,,
url_full,addressbook,dep,experiments/dep/results/method-full/url_full/addressbook/dep/web/crawl0,MAX_TIME,295,43,107,34,5.845,376,8.744,37,0,37,86.05,125,2.907,63,0,1,0,0,0,0,,137,91.24,81,77.78,1,100.0,0,,255.0,34.0,91.0,26.0,3.133,353.0,34.0,0.0,31.0,19.38,106.0,46.0,0.0,1.0,0.0,0.0,,77.37,56.79,100.0,
url_full,hotcrp,baseline,experiments/dep/results/method-full/url_full/hotcrp/baseline/web/crawl0,EXHAUSTED,10,2,1,0,10.078,2,1.0,0,0,0,0.0,0,0.0,6,0,2,0,0,0,0,,330,0.0,249,2.41,3,66.67,0,,,,,,,,,,,,,,,,,,,,,,
url_full,hotcrp,dep,experiments/dep/results/method-full/url_full/hotcrp/dep/web/crawl0,EXHAUSTED,7,2,1,0,10.078,2,1.0,0,0,0,0.0,0,0.0,6,0,2,0,0,0,0,,330,0.0,249,2.41,3,66.67,0,,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
url_full,joomla,baseline,experiments/dep/results/method-full/url_full/joomla/baseline/web/crawl0,EXHAUSTED,17,3,3,2,12.956,15,5.0,0,0,3,100.0,26,8.667,5,0,10,0,0,0,0,,136,19.12,5,100.0,190,5.26,0,,,,,,,,,,,,,,,,,,,,,,
url_full,joomla,dep,experiments/dep/results/method-full/url_full/joomla/dep/web/crawl0,MAX_TIME,291,52,30,11,13.062,260,5.0,1,0,52,100.0,66,1.269,5,0,60,0,0,0,0,,136,48.53,5,100.0,190,31.58,0,,274.0,49.0,27.0,9.0,0.106,245.0,1.0,0.0,49.0,0.0,40.0,0.0,0.0,50.0,0.0,0.0,,29.41,0.0,26.32,
url_full,owncloud,baseline,experiments/dep/results/method-full/url_full/owncloud/baseline/web/crawl0,MAX_TIME,290,14,85,20,42.534,790,56.429,46,0,14,100.0,56,4.0,57,0,133,0,0,0,0,,60,93.33,139,41.01,139,95.68,0,,,,,,,,,,,,,,,,,,,,,,
url_full,owncloud,dep,experiments/dep/results/method-full/url_full/owncloud/dep/web/crawl0,MAX_TIME,294,8,41,3,50.164,323,40.375,8,0,8,100.0,56,7.0,45,0,131,0,0,0,0,,60,93.33,139,32.37,139,94.24,0,,4.0,-6.0,-44.0,-17.0,7.63,-467.0,-38.0,0.0,-6.0,0.0,0.0,-12.0,0.0,-2.0,0.0,0.0,,0.0,-8.64,-1.44,
url_full,phpbb2,baseline,experiments/dep/results/method-full/url_full/phpbb2/baseline/web/crawl0,EXHAUSTED,0,1,0,0,7.572,0,0.0,0,0,0,0.0,0,0.0,4,0,0,0,0,0,0,,0,,4,100.0,0,,0,,,,,,,,,,,,,,,,,,,,,,
url_full,phpbb2,dep,experiments/dep/results/method-full/url_full/phpbb2/dep/web/crawl0,EXHAUSTED,0,1,0,0,7.572,0,0.0,0,0,0,0.0,0,0.0,4,0,0,0,0,0,0,,0,,4,100.0,0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,
url_full,scarf,baseline,experiments/dep/results/method-full/url_full/scarf/baseline/web/crawl0,EXHAUSTED,0,1,0,0,1.823,0,0.0,0,0,0,0.0,0,0.0,2,0,0,0,0,0,0,,0,,2,100.0,0,,0,,,,,,,,,,,,,,,,,,,,,,
url_full,scarf,dep,experiments/dep/results/method-full/url_full/scarf/dep/web/crawl0,EXHAUSTED,0,1,0,0,1.823,0,0.0,0,0,0,0.0,0,0.0,2,0,0,0,0,0,0,,0,,2,100.0,0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,
